行ID,ファイル名,言語,ページ,番号,日本語,翻訳
3467,中国語_pdfplumber_抽出_最終版.csv,中国語,34,7.0,上筋,上筋
3468,中国語_pdfplumber_抽出_最終版.csv,中国語,34,8.0,スパイラル筋,螺纹钢筋
3469,中国語_pdfplumber_抽出_最終版.csv,中国語,34,9.0,鉄筋径,钢筋直径
3470,中国語_pdfplumber_抽出_最終版.csv,中国語,34,10.0,かぶり厚さ,保护层厚度
3471,中国語_pdfplumber_抽出_最終版.csv,中国語,35,11.0,角度,角度
3472,中国語_pdfplumber_抽出_最終版.csv,中国語,35,12.0,シングル,单
3473,中国語_pdfplumber_抽出_最終版.csv,中国語,35,13.0,ダブル,双
3474,中国語_pdfplumber_抽出_最終版.csv,中国語,35,14.0,千鳥結束,交错连结
3475,中国語_pdfplumber_抽出_最終版.csv,中国語,35,15.0,切断寸法,切割尺寸
3476,中国語_pdfplumber_抽出_最終版.csv,中国語,35,16.0,加工寸法,加工尺寸
3477,中国語_pdfplumber_抽出_最終版.csv,中国語,35,17.0,重ね継手,搭接焊接头
3478,中国語_pdfplumber_抽出_最終版.csv,中国語,35,18.0,圧接継手,加压焊接接头
3479,中国語_pdfplumber_抽出_最終版.csv,中国語,35,19.0,開口部,开口部
3480,中国語_pdfplumber_抽出_最終版.csv,中国語,35,20.0,溶接金網,焊接钢丝网
3481,中国語_pdfplumber_抽出_最終版.csv,中国語,36,21.0,搬出,搬出
3482,中国語_pdfplumber_抽出_最終版.csv,中国語,36,22.0,搬入,搬入
3483,中国語_pdfplumber_抽出_最終版.csv,中国語,36,23.0,基礎,基础
3484,中国語_pdfplumber_抽出_最終版.csv,中国語,36,24.0,機械式継手,机械式接头
3485,中国語_pdfplumber_抽出_最終版.csv,中国語,36,25.0,配筋検査,配筋检查
3486,中国語_pdfplumber_抽出_最終版.csv,中国語,37,1.0,トラクタ,拖拉机、牵引车
3487,中国語_pdfplumber_抽出_最終版.csv,中国語,37,2.0,ブルドーザ,推土机
3488,中国語_pdfplumber_抽出_最終版.csv,中国語,37,3.0,トラクタショベル,挖掘机
3489,中国語_pdfplumber_抽出_最終版.csv,中国語,37,4.0,ホイルローダ,轮式装载机
3490,中国語_pdfplumber_抽出_最終版.csv,中国語,37,5.0,ダンプトラック,自动装卸卡车
3491,中国語_pdfplumber_抽出_最終版.csv,中国語,37,6.0,油圧ショベル,液压挖掘机
3492,中国語_pdfplumber_抽出_最終版.csv,中国語,37,7.0,バックホウ,反向铲
3493,中国語_pdfplumber_抽出_最終版.csv,中国語,37,8.0,ローディングショベル,装载机铲斗
3494,中国語_pdfplumber_抽出_最終版.csv,中国語,37,9.0,ローラ,压路机
3495,中国語_pdfplumber_抽出_最終版.csv,中国語,37,10.0,バケット,铲斗
3496,中国語_pdfplumber_抽出_最終版.csv,中国語,38,11.0,ブーム,吊杆
3497,中国語_pdfplumber_抽出_最終版.csv,中国語,38,12.0,アーム,起重臂
3498,中国語_pdfplumber_抽出_最終版.csv,中国語,38,13.0,ブレード（排土板）,推土机刮板
3499,中国語_pdfplumber_抽出_最終版.csv,中国語,38,14.0,タイヤ,轮胎
3500,中国語_pdfplumber_抽出_最終版.csv,中国語,38,15.0,クローラ,履带
3501,中国語_pdfplumber_抽出_最終版.csv,中国語,38,16.0,キー（鍵）,钥匙
3502,中国語_pdfplumber_抽出_最終版.csv,中国語,38,17.0,作業装置 （アタッチメント）,作业装置（附属装置）
3503,中国語_pdfplumber_抽出_最終版.csv,中国語,38,18.0,エンジン,发动机
3504,中国語_pdfplumber_抽出_最終版.csv,中国語,38,19.0,ディーゼルエンジン,柴油发动机
3505,中国語_pdfplumber_抽出_最終版.csv,中国語,38,20.0,エンジンオイル,机油
3506,中国語_pdfplumber_抽出_最終版.csv,中国語,39,21.0,オルタネータ （充電発電機）,交流发电机
3507,中国語_pdfplumber_抽出_最終版.csv,中国語,39,22.0,バッテリ,蓄电池
3508,中国語_pdfplumber_抽出_最終版.csv,中国語,39,23.0,燃料,燃料
3509,中国語_pdfplumber_抽出_最終版.csv,中国語,39,24.0,軽油,汽油、轻油
3510,中国語_pdfplumber_抽出_最終版.csv,中国語,39,25.0,ブレーキ,刹车
3511,中国語_pdfplumber_抽出_最終版.csv,中国語,40,1.0,油圧シリンダ,液压缸
3512,中国語_pdfplumber_抽出_最終版.csv,中国語,40,2.0,油圧モータ,液压马达
3513,中国語_pdfplumber_抽出_最終版.csv,中国語,40,3.0,油圧ポンプ,液压泵
3514,中国語_pdfplumber_抽出_最終版.csv,中国語,40,4.0,水漏れ,漏水
3515,中国語_pdfplumber_抽出_最終版.csv,中国語,40,5.0,油漏れ,漏油
3516,中国語_pdfplumber_抽出_最終版.csv,中国語,40,6.0,冷却水,冷却水
3517,中国語_pdfplumber_抽出_最終版.csv,中国語,40,7.0,ブレーキ液,制动液、刹车油
3518,中国語_pdfplumber_抽出_最終版.csv,中国語,40,8.0,燃料タンク,燃料罐
3519,中国語_pdfplumber_抽出_最終版.csv,中国語,40,9.0,ファンベルト,风扇皮带
3520,中国語_pdfplumber_抽出_最終版.csv,中国語,40,10.0,空気圧,气压
3521,中国語_pdfplumber_抽出_最終版.csv,中国語,40,11.0,クラッチ,离合器
3522,中国語_pdfplumber_抽出_最終版.csv,中国語,40,12.0,急発進,猛启动
3523,中国語_pdfplumber_抽出_最終版.csv,中国語,40,13.0,急ブレーキ,急刹车
3524,中国語_pdfplumber_抽出_最終版.csv,中国語,41,14.0,アイドリング,怠速运转
3525,中国語_pdfplumber_抽出_最終版.csv,中国語,41,15.0,走行,行驶
3526,中国語_pdfplumber_抽出_最終版.csv,中国語,41,16.0,旋回,旋转、回转
3527,中国語_pdfplumber_抽出_最終版.csv,中国語,41,17.0,安全ロック,安全锁止
3528,中国語_pdfplumber_抽出_最終版.csv,中国語,41,18.0,安全支柱,安全支柱
3529,中国語_pdfplumber_抽出_最終版.csv,中国語,41,19.0,補給（する）,补充、补给
3530,中国語_pdfplumber_抽出_最終版.csv,中国語,41,20.0,駐車（する）,停车
3531,中国語_pdfplumber_抽出_最終版.csv,中国語,41,21.0,歩行者,行人
3532,中国語_pdfplumber_抽出_最終版.csv,中国語,41,22.0,車両,车辆
3533,中国語_pdfplumber_抽出_最終版.csv,中国語,41,23.0,死角,死角
3534,中国語_pdfplumber_抽出_最終版.csv,中国語,41,24.0,斜面,坡
3535,中国語_pdfplumber_抽出_最終版.csv,中国語,41,25.0,転圧（する）,碾压
3536,中国語_pdfplumber_抽出_最終版.csv,中国語,42,1.0,接触（する）,碰撞
3537,中国語_pdfplumber_抽出_最終版.csv,中国語,42,2.0,作動（する）,启动、运作
3538,中国語_pdfplumber_抽出_最終版.csv,中国語,42,3.0,整備（する）,维护
3539,中国語_pdfplumber_抽出_最終版.csv,中国語,42,4.0,点検（する）,检查
3540,中国語_pdfplumber_抽出_最終版.csv,中国語,42,5.0,動かす,运作、操作
3541,中国語_pdfplumber_抽出_最終版.csv,中国語,42,6.0,運転（する）,驾驶、操作
3542,中国語_pdfplumber_抽出_最終版.csv,中国語,42,7.0,測る,测量
3543,中国語_pdfplumber_抽出_最終版.csv,中国語,42,8.0,操作（する）,操作
3544,中国語_pdfplumber_抽出_最終版.csv,中国語,42,9.0,停止（する）,停止
3545,中国語_pdfplumber_抽出_最終版.csv,中国語,42,10.0,切る,关闭、切割
3546,中国語_pdfplumber_抽出_最終版.csv,中国語,42,11.0,回す,转
3547,中国語_pdfplumber_抽出_最終版.csv,中国語,42,12.0,押す,按
3548,中国語_pdfplumber_抽出_最終版.csv,中国語,42,13.0,集める,收集
3549,中国語_pdfplumber_抽出_最終版.csv,中国語,42,14.0,触る,触碰
3550,中国語_pdfplumber_抽出_最終版.csv,中国語,42,15.0,縛る,束缚、捆绑
3551,中国語_pdfplumber_抽出_最終版.csv,中国語,42,16.0,揃える,对齐、使……整齐
3552,中国語_pdfplumber_抽出_最終版.csv,中国語,42,17.0,結ぶ,捆绑、连接、系
3553,中国語_pdfplumber_抽出_最終版.csv,中国語,42,18.0,しゃがむ,蹲
3554,中国語_pdfplumber_抽出_最終版.csv,中国語,42,19.0,調整（する）,调整
3555,中国語_pdfplumber_抽出_最終版.csv,中国語,42,20.0,閉じる,关、关闭
3556,中国語_pdfplumber_抽出_最終版.csv,中国語,43,1.0,取り出す,取出
3557,中国語_pdfplumber_抽出_最終版.csv,中国語,43,2.0,戻す,放回
3558,中国語_pdfplumber_抽出_最終版.csv,中国語,43,3.0,仕上げる,做完
3559,中国語_pdfplumber_抽出_最終版.csv,中国語,43,4.0,折れる,折断
3560,中国語_pdfplumber_抽出_最終版.csv,中国語,43,5.0,欠ける,欠缺、有缺口
3561,中国語_pdfplumber_抽出_最終版.csv,中国語,43,6.0,近づく,靠近
3562,中国語_pdfplumber_抽出_最終版.csv,中国語,43,7.0,電源を入れる,打开电源
3563,中国語_pdfplumber_抽出_最終版.csv,中国語,43,8.0,電源を落とす,关闭电源
3564,中国語_pdfplumber_抽出_最終版.csv,中国語,43,9.0,スイッチを切る,关闭开关
3565,中国語_pdfplumber_抽出_最終版.csv,中国語,43,10.0,固定（する）,固定
3566,中国語_pdfplumber_抽出_最終版.csv,中国語,43,11.0,ゆるめる,拧松
3567,中国語_pdfplumber_抽出_最終版.csv,中国語,43,12.0,伸ばす,延展
3568,中国語_pdfplumber_抽出_最終版.csv,中国語,43,13.0,外す,取下
3569,中国語_pdfplumber_抽出_最終版.csv,中国語,43,14.0,曲げる,弯曲
3570,中国語_pdfplumber_抽出_最終版.csv,中国語,43,15.0,出す,取出、拿出
3571,中国語_pdfplumber_抽出_最終版.csv,中国語,43,16.0,乾かす,干燥
3572,中国語_pdfplumber_抽出_最終版.csv,中国語,43,17.0,数える,数
3573,中国語_pdfplumber_抽出_最終版.csv,中国語,43,18.0,運ぶ,搬、搬运
3574,中国語_pdfplumber_抽出_最終版.csv,中国語,43,19.0,積む,装货
3575,中国語_pdfplumber_抽出_最終版.csv,中国語,43,20.0,下ろす,卸货
3576,中国語_pdfplumber_抽出_最終版.csv,中国語,43,21.0,離れる,离开
3577,中国語_pdfplumber_抽出_最終版.csv,中国語,44,1.0,位置,位置
3578,中国語_pdfplumber_抽出_最終版.csv,中国語,44,2.0,寸法,尺寸
3579,中国語_pdfplumber_抽出_最終版.csv,中国語,44,3.0,測定（する）,测量
3580,中国語_pdfplumber_抽出_最終版.csv,中国語,44,4.0,計測（する）,计测
3581,中国語_pdfplumber_抽出_最終版.csv,中国語,44,5.0,計測器,计测器
3582,中国語_pdfplumber_抽出_最終版.csv,中国語,44,6.0,温度,温度
3583,中国語_pdfplumber_抽出_最終版.csv,中国語,44,7.0,高さ,高度
3584,中国語_pdfplumber_抽出_最終版.csv,中国語,44,8.0,長さ,长度
3585,中国語_pdfplumber_抽出_最終版.csv,中国語,44,9.0,重さ,重量
3586,中国語_pdfplumber_抽出_最終版.csv,中国語,44,10.0,厚さ,厚度
3587,中国語_pdfplumber_抽出_最終版.csv,中国語,44,11.0,硬さ,硬度
3588,中国語_pdfplumber_抽出_最終版.csv,中国語,44,12.0,深さ,深度
3589,中国語_pdfplumber_抽出_最終版.csv,中国語,44,13.0,表面,表面
3590,中国語_pdfplumber_抽出_最終版.csv,中国語,44,14.0,すきま,间隙
3591,中国語_pdfplumber_抽出_最終版.csv,中国語,44,15.0,中心,中心
3592,中国語_pdfplumber_抽出_最終版.csv,中国語,45,16.0,値,值
3593,中国語_pdfplumber_抽出_最終版.csv,中国語,45,17.0,安定（する）,稳定
3594,中国語_pdfplumber_抽出_最終版.csv,中国語,45,18.0,大きさ,大小
3595,中国語_pdfplumber_抽出_最終版.csv,中国語,45,19.0,数,数量
3596,中国語_pdfplumber_抽出_最終版.csv,中国語,45,20.0,誤差,误差
3597,中国語_pdfplumber_抽出_最終版.csv,中国語,45,21.0,中,里面
3598,中国語_pdfplumber_抽出_最終版.csv,中国語,45,22.0,反対,反面
3599,中国語_pdfplumber_抽出_最終版.csv,中国語,45,23.0,周り,周围
3600,中国語_pdfplumber_抽出_最終版.csv,中国語,45,24.0,尺,尺
3601,中国語_pdfplumber_抽出_最終版.csv,中国語,45,25.0,青,蓝
3602,中国語_pdfplumber_抽出_最終版.csv,中国語,45,26.0,赤,红
3603,中国語_pdfplumber_抽出_最終版.csv,中国語,45,27.0,白,白
3604,中国語_pdfplumber_抽出_最終版.csv,中国語,45,28.0,黄色,黄色
3605,中国語_pdfplumber_抽出_最終版.csv,中国語,46,3.0,掃く,扫
3606,中国語_pdfplumber_抽出_最終版.csv,中国語,46,4.0,持ち上げる,举起来
3607,中国語_pdfplumber_抽出_最終版.csv,中国語,46,5.0,束ねる,捆在一起
3608,中国語_pdfplumber_抽出_最終版.csv,中国語,46,6.0,足をくじく,脚扭伤
3609,中国語_pdfplumber_抽出_最終版.csv,中国語,47,1.0,一輪車,单轮车
3610,中国語_pdfplumber_抽出_最終版.csv,中国語,47,2.0,支柱,支柱
3611,中国語_pdfplumber_抽出_最終版.csv,中国語,47,3.0,ショベル,铲斗、铲子
3612,英語_pdfplumber_抽出_最終版.csv,英語,1,1.0,技能実習,Technical intern training
3613,英語_pdfplumber_抽出_最終版.csv,英語,1,2.0,技能実習生,Technical intern trainee
3614,英語_pdfplumber_抽出_最終版.csv,英語,1,3.0,工場,Factory; plant
3615,英語_pdfplumber_抽出_最終版.csv,英語,1,4.0,製造,Manufacturing
3616,英語_pdfplumber_抽出_最終版.csv,英語,1,5.0,機械,Machine; machinery
3617,英語_pdfplumber_抽出_最終版.csv,英語,1,6.0,安全,Safety
3618,英語_pdfplumber_抽出_最終版.csv,英語,1,7.0,危険（な）,Danger (dangerous)
3619,英語_pdfplumber_抽出_最終版.csv,英語,1,8.0,危ない,Dangerous
3620,英語_pdfplumber_抽出_最終版.csv,英語,1,9.0,清掃,Seisou (Shine)
3621,英語_pdfplumber_抽出_最終版.csv,英語,7,4.0,清掃,Seisou (Shine)
3622,英語_pdfplumber_抽出_最終版.csv,英語,1,10.0,非常口,Emergency exit
3623,英語_pdfplumber_抽出_最終版.csv,英語,1,11.0,注意,Attention
3624,英語_pdfplumber_抽出_最終版.csv,英語,1,12.0,火事,Fire
3625,英語_pdfplumber_抽出_最終版.csv,英語,1,13.0,事故,Accident
3626,英語_pdfplumber_抽出_最終版.csv,英語,1,14.0,服装,Clothes
3627,英語_pdfplumber_抽出_最終版.csv,英語,1,15.0,安全装置,Safety equipment
3628,英語_pdfplumber_抽出_最終版.csv,英語,2,1.0,安全カバー,Safety cover; protection cover
3629,英語_pdfplumber_抽出_最終版.csv,英語,25,1.0,安全カバー,Safety cover(cid:9)
3630,英語_pdfplumber_抽出_最終版.csv,英語,2,2.0,けが,Injury
3631,英語_pdfplumber_抽出_最終版.csv,英語,2,3.0,けがをする,To get injured
3632,英語_pdfplumber_抽出_最終版.csv,英語,2,4.0,電源,Power supply
3633,英語_pdfplumber_抽出_最終版.csv,英語,2,5.0,電源を切る,To turn off power
3634,英語_pdfplumber_抽出_最終版.csv,英語,2,6.0,非常停止ボタン,Emergency stop button
3635,英語_pdfplumber_抽出_最終版.csv,英語,2,7.0,非常停止ボタンを押す,To push an emergency stop button
3636,英語_pdfplumber_抽出_最終版.csv,英語,2,8.0,ルール,Rule
3637,英語_pdfplumber_抽出_最終版.csv,英語,2,9.0,ルールを守る,To comply with rules
3638,英語_pdfplumber_抽出_最終版.csv,英語,2,10.0,止める,To stop
3639,英語_pdfplumber_抽出_最終版.csv,英語,2,11.0,機械を止める,To stop a machine
3640,英語_pdfplumber_抽出_最終版.csv,英語,2,12.0,やって,Do (something).
3641,英語_pdfplumber_抽出_最終版.csv,英語,2,13.0,止めて,Stop (something).
3642,英語_pdfplumber_抽出_最終版.csv,英語,2,14.0,取って,Take; pick up; pass (something).
3643,英語_pdfplumber_抽出_最終版.csv,英語,2,15.0,だめ（な）,No. ; No good (bad; wrong)
3644,英語_pdfplumber_抽出_最終版.csv,英語,3,1.0,監理団体,Supervising organization
3645,英語_pdfplumber_抽出_最終版.csv,英語,3,2.0,技術移転,Technology transfer
3646,英語_pdfplumber_抽出_最終版.csv,英語,3,3.0,技能実習期間,Technical intern training period
3647,英語_pdfplumber_抽出_最終版.csv,英語,3,4.0,職種,Job type
3648,英語_pdfplumber_抽出_最終版.csv,英語,3,5.0,在留資格,Status of residence
3649,英語_pdfplumber_抽出_最終版.csv,英語,3,6.0,パスポート,Passport
3650,英語_pdfplumber_抽出_最終版.csv,英語,3,7.0,在留カード,Residence card
3651,英語_pdfplumber_抽出_最終版.csv,英語,3,8.0,入管,Immigration
3652,英語_pdfplumber_抽出_最終版.csv,英語,3,9.0,在留期間,Period of stay
3653,英語_pdfplumber_抽出_最終版.csv,英語,3,10.0,雇用契約,Employment contract
3654,英語_pdfplumber_抽出_最終版.csv,英語,3,11.0,給与明細,Pay slip
3655,英語_pdfplumber_抽出_最終版.csv,英語,3,12.0,給料,Salary
3656,英語_pdfplumber_抽出_最終版.csv,英語,3,13.0,残業手当,Overtime allowance
3657,英語_pdfplumber_抽出_最終版.csv,英語,3,14.0,労働時間,Working hours
3658,英語_pdfplumber_抽出_最終版.csv,英語,4,1.0,控除（する）,Deduction (to deduct)
3659,英語_pdfplumber_抽出_最終版.csv,英語,4,2.0,ボーナス,Bonus
3660,英語_pdfplumber_抽出_最終版.csv,英語,4,3.0,有休,Paid holiday
3661,英語_pdfplumber_抽出_最終版.csv,英語,4,4.0,代休,Compensatory day off
3662,英語_pdfplumber_抽出_最終版.csv,英語,4,5.0,労働基準法,Labor Standards Act
3663,英語_pdfplumber_抽出_最終版.csv,英語,4,6.0,労働条件,Working conditions
3664,英語_pdfplumber_抽出_最終版.csv,英語,4,7.0,税金,Tax
3665,英語_pdfplumber_抽出_最終版.csv,英語,4,8.0,所得税,Income tax
3666,英語_pdfplumber_抽出_最終版.csv,英語,4,9.0,住民税,Resident tax
3667,英語_pdfplumber_抽出_最終版.csv,英語,4,10.0,厚生年金,Welfare pension
3668,英語_pdfplumber_抽出_最終版.csv,英語,4,11.0,雇用保険,Employment insurance
3669,英語_pdfplumber_抽出_最終版.csv,英語,4,12.0,健康保険,Health insurance
3670,英語_pdfplumber_抽出_最終版.csv,英語,5,13.0,社会保険,Social insurance
3671,英語_pdfplumber_抽出_最終版.csv,英語,5,14.0,労災,Industrial accident
3672,英語_pdfplumber_抽出_最終版.csv,英語,5,15.0,労災保険,Industrial accident compensation insurance
3673,英語_pdfplumber_抽出_最終版.csv,英語,6,1.0,遅刻（する）,Late arrival (be late)
3674,英語_pdfplumber_抽出_最終版.csv,英語,6,2.0,早退（する）,Leaving early (to leave early)
3675,英語_pdfplumber_抽出_最終版.csv,英語,6,3.0,休憩（する）,Break (to take a break)
3676,英語_pdfplumber_抽出_最終版.csv,英語,6,4.0,残業（する）,Overtime work (to work overtime)
3677,英語_pdfplumber_抽出_最終版.csv,英語,6,5.0,定時,Regular hours
3678,英語_pdfplumber_抽出_最終版.csv,英語,6,6.0,規則,Regulation; rule
3679,英語_pdfplumber_抽出_最終版.csv,英語,6,7.0,休日,Non-working day
3680,英語_pdfplumber_抽出_最終版.csv,英語,6,8.0,始業時間,Starting time of work
3681,英語_pdfplumber_抽出_最終版.csv,英語,6,9.0,終業時間,Ending time of work
3682,英語_pdfplumber_抽出_最終版.csv,英語,6,10.0,指導員,Instructor
3683,英語_pdfplumber_抽出_最終版.csv,英語,6,11.0,生活指導員,Life advisor
3684,英語_pdfplumber_抽出_最終版.csv,英語,6,12.0,担当者,Person in charge
3685,英語_pdfplumber_抽出_最終版.csv,英語,6,13.0,スイッチ入れるな,Do not switch on.
3686,英語_pdfplumber_抽出_最終版.csv,英語,6,14.0,スイッチ切るな,Do not switch off.
3687,英語_pdfplumber_抽出_最終版.csv,英語,6,15.0,使用禁止,Do not use.
3688,英語_pdfplumber_抽出_最終版.csv,英語,7,1.0,5S,5S
3689,英語_pdfplumber_抽出_最終版.csv,英語,7,2.0,整理,Seiri (Sorting)
3690,英語_pdfplumber_抽出_最終版.csv,英語,7,3.0,整頓,Seiton (Set in order)
3691,英語_pdfplumber_抽出_最終版.csv,英語,7,5.0,清潔,Seiketsu (standardize)
3692,英語_pdfplumber_抽出_最終版.csv,英語,7,6.0,しつけ,Shitsuke (Sustain)
3693,英語_pdfplumber_抽出_最終版.csv,英語,7,7.0,掃除（する）,Cleaning (to clean)
3694,英語_pdfplumber_抽出_最終版.csv,英語,8,8.0,片づける,To tidy up
3695,英語_pdfplumber_抽出_最終版.csv,英語,46,1.0,片づける,Put away
3696,英語_pdfplumber_抽出_最終版.csv,英語,8,9.0,捨てる,To throw away
3697,英語_pdfplumber_抽出_最終版.csv,英語,46,2.0,捨てる,Dispose
3698,英語_pdfplumber_抽出_最終版.csv,英語,8,10.0,汚い,Dirty
3699,英語_pdfplumber_抽出_最終版.csv,英語,8,11.0,汚れる,To get dirty
3700,英語_pdfplumber_抽出_最終版.csv,英語,8,12.0,分別（する）,To sort waste
3701,英語_pdfplumber_抽出_最終版.csv,英語,8,13.0,燃えないごみ,Nonburnable waste
3702,英語_pdfplumber_抽出_最終版.csv,英語,8,14.0,燃えるごみ,Burnable waste
3703,英語_pdfplumber_抽出_最終版.csv,英語,8,15.0,挟まれる,To get sandwiched in between
3704,英語_pdfplumber_抽出_最終版.csv,英語,8,16.0,巻き込まれる,To get caught in
3705,英語_pdfplumber_抽出_最終版.csv,英語,8,17.0,やけど（する）,Burn (to get burned)
3706,英語_pdfplumber_抽出_最終版.csv,英語,8,18.0,落ちる,To fall
3707,英語_pdfplumber_抽出_最終版.csv,英語,8,19.0,すべる,To slip
3708,英語_pdfplumber_抽出_最終版.csv,英語,9,20.0,転ぶ,To fall; stumble
3709,英語_pdfplumber_抽出_最終版.csv,英語,9,21.0,濡れる,To get wet
3710,英語_pdfplumber_抽出_最終版.csv,英語,9,22.0,衛生,Sanitation
3711,英語_pdfplumber_抽出_最終版.csv,英語,9,23.0,避難（する）,Evacuation (to evacuate)
3712,英語_pdfplumber_抽出_最終版.csv,英語,9,24.0,救急車,Ambulance
3713,英語_pdfplumber_抽出_最終版.csv,英語,9,25.0,災害,Disaster
3714,英語_pdfplumber_抽出_最終版.csv,英語,9,26.0,地震,Earthquake
3715,英語_pdfplumber_抽出_最終版.csv,英語,9,27.0,もぐる,To hide; dive
3716,英語_pdfplumber_抽出_最終版.csv,英語,10,1.0,火気厳禁,No fire
3717,英語_pdfplumber_抽出_最終版.csv,英語,17,3.0,火気厳禁,NO OPEN FLAMES
3718,英語_pdfplumber_抽出_最終版.csv,英語,10,2.0,開放厳禁,Keep closed.
3719,英語_pdfplumber_抽出_最終版.csv,英語,10,3.0,標識,Sign
3720,英語_pdfplumber_抽出_最終版.csv,英語,10,4.0,気をつける,To pay attention
3721,英語_pdfplumber_抽出_最終版.csv,英語,10,5.0,持ち込む,To bring in
3722,英語_pdfplumber_抽出_最終版.csv,英語,10,6.0,防ぐ,To prevent
3723,英語_pdfplumber_抽出_最終版.csv,英語,10,7.0,火,Fire
3724,英語_pdfplumber_抽出_最終版.csv,英語,10,8.0,煙,Smoke
3725,英語_pdfplumber_抽出_最終版.csv,英語,10,9.0,消火,Fire extinguishing
3726,英語_pdfplumber_抽出_最終版.csv,英語,10,10.0,消火器,Fire extinguisher
3727,英語_pdfplumber_抽出_最終版.csv,英語,18,11.0,消火器,FIRE EXTINGUISHER
3728,英語_pdfplumber_抽出_最終版.csv,英語,10,11.0,非常ベル,Emergency alarm
3729,英語_pdfplumber_抽出_最終版.csv,英語,10,12.0,火災報知機,Fire alarm
3730,英語_pdfplumber_抽出_最終版.csv,英語,10,13.0,逃げる,To escape
3731,英語_pdfplumber_抽出_最終版.csv,英語,10,14.0,現場,Site; shop floor
3732,英語_pdfplumber_抽出_最終版.csv,英語,10,15.0,作業,Work
3733,英語_pdfplumber_抽出_最終版.csv,英語,10,16.0,ミーティング,Meeting
3734,英語_pdfplumber_抽出_最終版.csv,英語,10,17.0,研修（する）,Training (to train/be trained)
3735,英語_pdfplumber_抽出_最終版.csv,英語,11,18.0,実習（する）,Practical training (to give/receive practical training)
3736,英語_pdfplumber_抽出_最終版.csv,英語,11,19.0,あいさつ,Greeting
3737,英語_pdfplumber_抽出_最終版.csv,英語,11,20.0,確認（する）,Check (to check)
3738,英語_pdfplumber_抽出_最終版.csv,英語,14,16.0,確認（する）,Check (Check)
3739,英語_pdfplumber_抽出_最終版.csv,英語,11,21.0,報告（する）,Report (to report)
3740,英語_pdfplumber_抽出_最終版.csv,英語,11,22.0,連絡（する）,Communication (to communicate)
3741,英語_pdfplumber_抽出_最終版.csv,英語,11,23.0,相談（する）,Consultation (to consult)
3742,英語_pdfplumber_抽出_最終版.csv,英語,11,24.0,渡す,To hand over
3743,英語_pdfplumber_抽出_最終版.csv,英語,11,25.0,申請書,Application
3744,英語_pdfplumber_抽出_最終版.csv,英語,11,26.0,寝坊（する）,Oversleeping (to oversleep)
3745,英語_pdfplumber_抽出_最終版.csv,英語,12,1.0,技能,Skills
3746,英語_pdfplumber_抽出_最終版.csv,英語,12,2.0,技能検定試験,Skill proficiency test
3747,英語_pdfplumber_抽出_最終版.csv,英語,12,3.0,受検（する）,Exam (Take an Exam)
3748,英語_pdfplumber_抽出_最終版.csv,英語,12,4.0,資格,Qualifications
3749,英語_pdfplumber_抽出_最終版.csv,英語,12,5.0,手当,Allowance
3750,英語_pdfplumber_抽出_最終版.csv,英語,12,6.0,社員,Employee
3751,英語_pdfplumber_抽出_最終版.csv,英語,12,7.0,部長,Department manager
3752,英語_pdfplumber_抽出_最終版.csv,英語,12,8.0,課長,Section manager
3753,英語_pdfplumber_抽出_最終版.csv,英語,12,9.0,更衣室,Dressing room
3754,英語_pdfplumber_抽出_最終版.csv,英語,12,10.0,台車,Cart
3755,英語_pdfplumber_抽出_最終版.csv,英語,12,11.0,床,Floor
3756,英語_pdfplumber_抽出_最終版.csv,英語,12,12.0,出口,Exit
3757,英語_pdfplumber_抽出_最終版.csv,英語,12,13.0,電気,Electricity
3758,英語_pdfplumber_抽出_最終版.csv,英語,12,14.0,警報音,Alarm sound
3759,英語_pdfplumber_抽出_最終版.csv,英語,12,15.0,コンセント,Electric outlet
3760,英語_pdfplumber_抽出_最終版.csv,英語,12,16.0,作業場,Workshop
3761,英語_pdfplumber_抽出_最終版.csv,英語,12,17.0,作業台,Workbench
3762,英語_pdfplumber_抽出_最終版.csv,英語,12,18.0,工事現場,Construction site
3763,英語_pdfplumber_抽出_最終版.csv,英語,12,19.0,職長,Foreman
3764,英語_pdfplumber_抽出_最終版.csv,英語,24,25.0,職長,Foreman
3765,英語_pdfplumber_抽出_最終版.csv,英語,12,20.0,作業責任者,Work supervisor
3766,英語_pdfplumber_抽出_最終版.csv,英語,13,1.0,禁止,Prohibition
3767,英語_pdfplumber_抽出_最終版.csv,英語,13,2.0,表示板,Display board
3768,英語_pdfplumber_抽出_最終版.csv,英語,13,3.0,禁止事項,Prohibited items
3769,英語_pdfplumber_抽出_最終版.csv,英語,13,4.0,避難訓練,Evacuation drill
3770,英語_pdfplumber_抽出_最終版.csv,英語,13,5.0,感電（する）,Electric shock (Get an electric shock)
3771,英語_pdfplumber_抽出_最終版.csv,英語,13,6.0,防止（する）,Prevention (Prevent)
3772,英語_pdfplumber_抽出_最終版.csv,英語,13,7.0,予防（する）,Precaution (Take precautions)
3773,英語_pdfplumber_抽出_最終版.csv,英語,13,8.0,転倒（する）,Falling (Fall)
3774,英語_pdfplumber_抽出_最終版.csv,英語,13,9.0,挟まる,Get caught
3775,英語_pdfplumber_抽出_最終版.csv,英語,13,10.0,足元,Footsteps
3776,英語_pdfplumber_抽出_最終版.csv,英語,13,11.0,不安定（な）,Instability (Unstable)
