行ID,ファイル名,言語,ページ,番号,日本語,翻訳
1425,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,38,18.0,エンジン,ម៉ា សុីន
1426,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,39,19.0,ディーゼルエンジン,ម៉ា សុីនគត្របើម៉ា សូ រ
1427,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,39,20.0,エンジンオイル,គត្របងម៉ា សុីន
1428,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,39,21.0,オルタネータ （充電発電機）,ម៉ា សុីនស្កកថ្ម
1429,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,39,22.0,バッテリ,អាេុយ
1430,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,39,23.0,燃料,គត្របងឥណឌន:
1431,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,39,24.0,軽油,គត្របងត្រស្កល(ម៉ា សូ រ)
1432,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,39,25.0,ブレーキ,ត្រ្វ ំង
1433,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,1.0,油圧シリンダ,ស ៊ីឡាំងអ ៊ីដ្រលូ ិក
1434,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,2.0,油圧モータ,ម៉ូ ទ័រអ ៊ីដ្រលូ ិក
1435,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,3.0,油圧ポンプ,សនប់ប៉ូមអ ៊ីដ្រលូ ិក
1436,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,4.0,水漏れ,លលចធ្លា យទឹក
1437,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,5.0,油漏れ,លលចធ្លា យលដ្បង
1438,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,6.0,冷却水,ទឹកដាក់ឱ្យដ្រជាក់ (ម ស ៊ីន)
1439,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,7.0,ブレーキ液,លដ្បងដ្្រ ាំង
1440,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,8.0,燃料タンク,ធ ងឥនធនៈ
1441,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,9.0,ファンベルト,ខ្សែពានកង្ហា រ
1442,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,10.0,空気圧,សមា ធសយល់
1443,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,11.0,クラッチ,អាំដ្ាយ
1444,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,12.0,急発進,ចាប់ល្តើមលលឿន
1445,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,40,13.0,急ブレーキ,ចាប់ដ្្រ ាំងបន្ទា ន់
1446,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,14.0,アイドリング,បល្ឆេះលចាល
1447,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,15.0,走行,លបើកបរ
1448,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,16.0,旋回,បរ់
1449,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,17.0,安全ロック,លោស វរថិភាេ
1450,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,18.0,安全支柱,សសរស វរថិភាេ
1451,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,19.0,補給（する）,(ោរ)បខ្នថម
1452,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,20.0,駐車（する）,(ោរ)ចររថយនត
1453,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,21.0,歩行者,អនកលថមើរល ើង
1454,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,22.0,車両,រថយនត
1455,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,23.0,死角,ដ្ ងុ លមើលមិនល ើញ
1456,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,24.0,斜面,ដ្មល
1457,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,41,25.0,転圧（する）,(ោរ)រលមៀល
1458,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,1.0,接触（する）,(ការ)ប ៉ះទង្គិច
1459,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,2.0,作動（する）,(ការ)ដំដ ើរការ
1460,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,3.0,整備（する）,(ការ)ដរៀបចំ ថែសំរលួ
1461,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,4.0,点検（する）,(ការ)ត្រួរពិនិរយ
1462,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,5.0,動かす,បត រូកថនែង្
1463,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,6.0,運転（する）,(ការ)ដបើកបរ
1464,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,7.0,測る,វាស់
1465,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,8.0,操作（する）,(ការ)ត្បរិបរតិការ
1466,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,9.0,停止（する）,(ការ)ឈប់
1467,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,10.0,切る,ការ់ ឬ ​ ពនែរ់
1468,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,11.0,回す,បង្វិល
1469,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,12.0,押す,រ ញ
1470,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,13.0,集める,ត្បមូល
1471,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,14.0,触る,ស្ទា ប
1472,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,15.0,縛る,ចង្ជាប់
1473,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,16.0,揃える,រត្មមឹ
1474,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,17.0,結ぶ,ចង្
1475,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,18.0,しゃがむ,អង្គ ុយ(ដចាង្ដោង្)
1476,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,19.0,調整（する）,(ការ)ថកសំរលួ
1477,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,42,20.0,閉じる,បិទ
1478,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,1.0,取り出す,យកចេញ
1479,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,2.0,戻す,ដាក់ចៅវញិ
1480,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,3.0,仕上げる,ច្វើចោយច ើយ
1481,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,4.0,折れる,បាក់
1482,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,5.0,欠ける,ដែប
1483,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,6.0,近づく,ចៅជិត
1484,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,7.0,電源を入れる,ចបើកថាមពលច្ែើង
1485,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,8.0,電源を落とす,បិទថាមពលច្ែើង
1486,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,9.0,スイッチを切る,បិទកុងតាក់
1487,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,10.0,固定（する）,(ការ)េងភ្ជា ប់
1488,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,11.0,ゆるめる,បនធ រូ
1489,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,12.0,伸ばす,ពនល តូ
1490,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,13.0,外す,ចដាោះ
1491,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,14.0,曲げる,ពត់
1492,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,15.0,出す,បចចេញ
1493,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,16.0,乾かす,សមងតួ
1494,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,17.0,数える,រាប់
1495,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,18.0,運ぶ,ចលើក
1496,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,19.0,積む,លទកុ
1497,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,20.0,下ろす,ដាក់េុោះ
1498,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,43,21.0,離れる,ឃ្លែ តចេញ
1499,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,1.0,位置,ទីតាំង
1500,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,2.0,寸法,ខ្នា ត
1501,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,3.0,測定（する）,(ការ)វាស់ វែង
1502,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,4.0,計測（する）,(ការ)វាស់
1503,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,5.0,計測器,នាឡិកាវាស់សទង់
1504,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,6.0,温度,សីតុណ្ហភាព
1505,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,7.0,高さ,កាំពស់
1506,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,8.0,長さ,ប្រវែង
1507,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,9.0,重さ,ទម្ងន់
1508,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,10.0,厚さ,កប្ាស
1509,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,11.0,硬さ,ភាពរងឹ
1510,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,12.0,深さ,ជម្ប្ៅ
1511,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,13.0,表面,ផ្ទទខ្នងម្ុខ
1512,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,14.0,すきま,ចម្នាល ោះ
1513,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,44,15.0,中心,កណ្តា ល
1514,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,16.0,値,តផ្ម្ល
1515,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,17.0,安定（する）,(ការាន)ម្សេរភាព
1516,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,18.0,大きさ,ទាំហាំ
1517,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,19.0,数,ចាំនួន
1518,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,20.0,誤差,ភាពខុសគ្នា
1519,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,21.0,中,កន ុង
1520,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,22.0,反対,ទទយុ
1521,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,23.0,周り,ជុាំែញិ
1522,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,24.0,尺,ខ្នា ត សាគុ
1523,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,25.0,青,ម្ខៀែ
1524,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,26.0,赤,ប្កហម្
1525,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,27.0,白,ស
1526,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,45,28.0,黄色,ម្លឿង
1527,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,46,1.0,片づける,រ ៀបចំ
1528,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,46,2.0,捨てる,រោល
1529,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,46,3.0,掃く,រោស
1530,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,46,4.0,持ち上げる,រលើករ ើង
1531,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,46,5.0,束ねる,ចងោច់
1532,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,46,6.0,足をくじく,គ្រិចរ ើង
1533,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,47,1.0,一輪車,រេះកង់មួយ
1534,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,47,2.0,支柱,សស េប់
1535,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,47,3.0,ショベル,តប ល
1536,カンボジア語_pdfplumber_抽出_最終版.csv,カンボジア語,47,4.0,かけや,ញញួ រ ើ
1537,中国語_pdfplumber_抽出_最終版.csv,中国語,1,1.0,技能実習,技能实习
1538,中国語_pdfplumber_抽出_最終版.csv,中国語,1,2.0,技能実習生,技能实习生
1539,中国語_pdfplumber_抽出_最終版.csv,中国語,1,3.0,工場,工厂
1540,中国語_pdfplumber_抽出_最終版.csv,中国語,1,4.0,製造,制造
1541,中国語_pdfplumber_抽出_最終版.csv,中国語,1,5.0,機械,机械
1542,中国語_pdfplumber_抽出_最終版.csv,中国語,1,6.0,安全,安全
1543,中国語_pdfplumber_抽出_最終版.csv,中国語,1,7.0,危険（な）,危险（的）
1544,中国語_pdfplumber_抽出_最終版.csv,中国語,1,8.0,危ない,危险
1545,中国語_pdfplumber_抽出_最終版.csv,中国語,1,9.0,清掃,清扫
1546,中国語_pdfplumber_抽出_最終版.csv,中国語,1,10.0,非常口,安全出口
1547,中国語_pdfplumber_抽出_最終版.csv,中国語,1,11.0,注意,注意
1548,中国語_pdfplumber_抽出_最終版.csv,中国語,1,12.0,火事,火灾
1549,中国語_pdfplumber_抽出_最終版.csv,中国語,1,13.0,事故,事故
1550,中国語_pdfplumber_抽出_最終版.csv,中国語,1,14.0,服装,服装
1551,中国語_pdfplumber_抽出_最終版.csv,中国語,1,15.0,安全装置,安全装置
1552,中国語_pdfplumber_抽出_最終版.csv,中国語,2,1.0,安全カバー,安全罩
1553,中国語_pdfplumber_抽出_最終版.csv,中国語,2,2.0,けが,创伤
1554,中国語_pdfplumber_抽出_最終版.csv,中国語,2,3.0,けがをする,受伤
1555,中国語_pdfplumber_抽出_最終版.csv,中国語,2,4.0,電源,电源
1556,中国語_pdfplumber_抽出_最終版.csv,中国語,2,5.0,電源を切る,关闭电源
1557,中国語_pdfplumber_抽出_最終版.csv,中国語,2,6.0,非常停止ボタン,紧急停止按钮
1558,中国語_pdfplumber_抽出_最終版.csv,中国語,2,7.0,非常停止ボタンを押す,按下紧急停止按钮
1559,中国語_pdfplumber_抽出_最終版.csv,中国語,2,8.0,ルール,规则
1560,中国語_pdfplumber_抽出_最終版.csv,中国語,2,9.0,ルールを守る,遵守规则
1561,中国語_pdfplumber_抽出_最終版.csv,中国語,2,10.0,止める,停止
